trial,source,candidate,no_reward,late_penalty,early_penalty,cost_scale,score,std_return,terminal_rate
0.0,random_init,no_4.88_late_m0.81_early_m7.79_cost_0.72,4.8752863998140015,-0.8083585970912734,-7.794514478038452,0.7152900659868286,41.384776018733476,15.74016433993338,0.0
1.0,random_init,no_3.90_late_m0.88_early_m13.96_cost_1.55,3.9004988547336765,-0.8793396638112143,-13.957877563475403,1.5497197857358729,-297.2464734257589,19.79300331751028,0.0
2.0,bayesian_proposal,no_5.39_late_m2.10_early_m11.58_cost_0.79,5.391208286256139,-2.096195141468838,-11.575740585445491,0.7897958569410827,-155.93825850970495,19.41052062302869,0.0
3.0,bayesian_proposal,no_5.29_late_m1.05_early_m8.16_cost_0.56,5.292090265315406,-1.0543346351246847,-8.16008600798348,0.5584869335353122,52.52988795470712,16.104534789994798,0.0
